name,aliases,note,birth_label,birth_calendar_era,birth_start_year,birth_end_year,birth_is_approximate,death_label,death_calendar_era,death_start_year,death_end_year,death_is_approximate,regions,religions,sects,periods
ムハンマド・イブン＝アブドゥッラーフ,Muhammad,Pantheon職業: Religious Figure / 出生国: Saudi Arabia / 出生地: Mecca,,CE,570,,false,,CE,632,,false,,,,
釈迦,The Buddha,Pantheon職業: Philosopher / 出生国: Nepal / 出生地: Lumbini,,BCE,566,,false,,BCE,452,,false,,,,
アイザック・ニュートン,Isaac Newton,Pantheon職業: Physicist / 出生国: United Kingdom / 出生地: Woolsthorpe-by-Colsterworth,,CE,1643,,false,,CE,1726,,false,,,,
チンギス・カン,Genghis Khan,Pantheon職業: Military Personnel / 出生国: Mongolia / 出生地: Khentii Mountains,,CE,1162,,false,,CE,1227,,false,,,,
クレオパトラ7世,Cleopatra,Pantheon職業: Politician / 出生国: Egypt / 出生地: Alexandria,,BCE,69,,false,,BCE,30,,false,,,,
マハトマ・ガンディー,Mahatma Gandhi,Pantheon職業: Social Activist / 出生国: India / 出生地: Porbandar,,CE,1869,,false,,CE,1948,,false,,,,
フランシスコ,Pope Francis,Pantheon職業: Religious Figure / 出生国: Argentina / 出生地: Buenos Aires,,CE,1936,,false,,CE,2025,,false,,,,
聖母マリア,Mary,Pantheon職業: Religious Figure / 出生国: Israel / 出生地: Herodian kingdom,,BCE,100,,false,,CE,100,,false,,,,
ルートヴィヒ・ヴァン・ベートーヴェン,Ludwig van Beethoven,Pantheon職業: Composer / 出生国: Germany / 出生地: Bonn,,CE,1770,,false,,CE,1827,,false,,,,
レオナルド・ダ・ヴィンチ,Leonardo da Vinci,Pantheon職業: Inventor / 出生国: Italy / 出生地: Anchiano,,CE,1452,,false,,CE,1519,,false,,,,
アリストテレス,Aristotle,Pantheon職業: Philosopher / 出生国: Greece / 出生地: Stagira (ancient city),,BCE,384,,false,,BCE,321,,false,,,,
マルコ・ポーロ,Marco Polo,Pantheon職業: Explorer / 出生国: Italy / 出生地: Venice,,CE,1254,,false,,CE,1324,,false,,,,
エリザベス1世,Elizabeth I of England,Pantheon職業: Politician / 出生国: United Kingdom / 出生地: Palace of Placentia,,CE,1533,,false,,CE,1603,,false,,,,
プラトン,Plato,Pantheon職業: Philosopher / 出生国: Greece / 出生地: Classical Athens,,BCE,427,,false,,BCE,347,,false,,,,
アレクサンドロス3世,Alexander the Great,Pantheon職業: Military Personnel / 出生国: Greece / 出生地: Pella,,BCE,356,,false,,BCE,323,,false,,,,
ペトロ,Saint Peter,Pantheon職業: Religious Figure / 出生地: Bethsaida,,BCE,1,,false,,CE,67,,false,,,,
ホメーロス,Homer,Pantheon職業: Writer / 出生国: Greece / 出生地: Chios,,BCE,800,,false,,BCE,750,,false,,,,
ヴォルフガング・アマデウス・モーツァルト,Wolfgang Amadeus Mozart,Pantheon職業: Composer / 出生国: Austria / 出生地: Mozart's birthplace,,CE,1756,,false,,CE,1791,,false,,,,
ナポレオン・ボナパルト,Napoleon,Pantheon職業: Politician / 出生国: France / 出生地: Ajaccio,,CE,1769,,false,,CE,1821,,false,,,,
ガリレオ・ガリレイ,Galileo Galilei,Pantheon職業: Astronomer / 出生国: Italy / 出生地: Pisa,,CE,1564,,false,,CE,1642,,false,,,,
アドルフ・ヒトラー,Adolf Hitler,Pantheon職業: Politician / 出生国: Austria / 出生地: Braunau am Inn,,CE,1889,,false,,CE,1945,,false,,,,
クリストファー・コロンブス,Christopher Columbus,Pantheon職業: Explorer / 出生国: Italy / 出生地: Genoa,,CE,1451,,false,,CE,1506,,false,,,,
ソクラテス,Socrates,Pantheon職業: Philosopher / 出生国: Greece / 出生地: Alopece,,BCE,470,,false,,BCE,399,,false,,,,
アルベルト・アインシュタイン,Albert Einstein,Pantheon職業: Physicist / 出生国: Germany / 出生地: Ulm,,CE,1879,,false,,CE,1955,,false,,,,
ヘンリー8世,Henry VIII of England,Pantheon職業: Nobleman / 出生国: United Kingdom / 出生地: Palace of Placentia,,CE,1491,,false,,CE,1547,,false,,,,
マリ・キュリー,Marie Curie,Pantheon職業: Physicist / 出生国: Poland / 出生地: Warsaw,,CE,1867,,false,,CE,1934,,false,,,,
イエス・キリスト,Jesus Christ,Pantheon職業: Religious Figure / 出生国: Israel / 出生地: Herodian kingdom,,BCE,4,,false,,CE,33,,false,,,,
ジミー・カーター,Jimmy Carter,"Pantheon職業: Politician / 出生国: United States / 出生地: Plains, Georgia",,CE,1924,,false,,CE,2024,,false,,,,
ベネディクト16世,Benedict XVI,Pantheon職業: Religious Figure / 出生国: Germany / 出生地: Marktl,,CE,1927,,false,,CE,2022,,false,,,,
ニコラウス・コペルニクス,Nicolaus Copernicus,Pantheon職業: Astronomer / 出生国: Poland / 出生地: Toruń,,CE,1473,,false,,CE,1543,,false,,,,
ガイウス・ユリウス・カエサル,Julius Caesar,Pantheon職業: Politician / 出生国: Italy / 出生地: Rome,,BCE,100,,false,,BCE,44,,false,,,,
孔子,Confucius,Pantheon職業: Philosopher / 出生国: China / 出生地: Qufu,,BCE,551,,false,,BCE,479,,false,,,,
ミケランジェロ・ブオナローティ,Michelangelo,Pantheon職業: Painter / 出生国: Italy / 出生地: Arezzo,,CE,1475,,false,,CE,1564,,false,,,,
アルキメデス,Archimedes,"Pantheon職業: Mathematician / 出生国: Italy / 出生地: Syracuse, Sicily",,BCE,287,,false,,BCE,212,,false,,,,
ピタゴラス,Pythagoras,Pantheon職業: Philosopher / 出生国: Greece / 出生地: Samos,,BCE,570,,false,,BCE,495,,false,,,,
フィンセント・ファン・ゴッホ,Vincent van Gogh,Pantheon職業: Painter / 出生国: Netherlands / 出生地: Zundert,,CE,1853,,false,,CE,1890,,false,,,,
モーセ,Moses,Pantheon職業: Religious Figure / 出生国: Egypt / 出生地: Land of Goshen,,BCE,1393,,false,,BCE,1273,,false,,,,
フョードル・ドストエフスキー,Fyodor Dostoyevsky,Pantheon職業: Writer / 出生国: Russia / 出生地: Moscow,,CE,1821,,false,,CE,1881,,false,,,,
トーマス・ジェファーソン,Thomas Jefferson,"Pantheon職業: Politician / 出生国: United States / 出生地: Shadwell, Virginia",,CE,1743,,false,,CE,1826,,false,,,,
チェ・ゲバラ,Che Guevara,Pantheon職業: Social Activist / 出生国: Argentina / 出生地: Rosario,,CE,1928,,false,,CE,1967,,false,,,,
ルイ14世,Louis XIV of France,Pantheon職業: Politician / 出生国: France / 出生地: Château de Saint-Germain-en-Laye,,CE,1638,,false,,CE,1715,,false,,,,
アダム・スミス,Adam Smith,Pantheon職業: Economist / 出生国: United Kingdom / 出生地: Kirkcaldy,,CE,1723,,false,,CE,1790,,false,,,,
マザー・テレサ,Mother Teresa,Pantheon職業: Social Activist / 出生国: North Macedonia / 出生地: Skopje,,CE,1910,,false,,CE,1997,,false,,,,
ヨハン・ゼバスティアン・バッハ,Johann Sebastian Bach,Pantheon職業: Composer / 出生国: Germany / 出生地: Eisenach,,CE,1685,,false,,CE,1750,,false,,,,
マルティン・ルター,Martin Luther,Pantheon職業: Religious Figure / 出生国: Germany / 出生地: Eisleben,,CE,1483,,false,,CE,1546,,false,,,,
フェルディナンド・マゼラン,Ferdinand Magellan,Pantheon職業: Explorer / 出生国: Portugal / 出生地: Kingdom of Portugal,,CE,1480,,false,,CE,1521,,false,,,,
ウィリアム・シェイクスピア,William Shakespeare,Pantheon職業: Writer / 出生国: United Kingdom / 出生地: Stratford-upon-Avon,,CE,1564,,false,,CE,1616,,false,,,,
ヨハネ・パウロ2世,John Paul II,Pantheon職業: Religious Figure / 出生国: Poland / 出生地: Wadowice,,CE,1920,,false,,CE,2005,,false,,,,
マーティン・ルーサー・キング・ジュニア,Martin Luther King Jr.,Pantheon職業: Social Activist / 出生国: United States / 出生地: Atlanta,,CE,1929,,false,,CE,1968,,false,,,,
フレデリック・ショパン,Frédéric Chopin,Pantheon職業: Composer / 出生国: Poland / 出生地: Żelazowa Wola,,CE,1810,,false,,CE,1849,,false,,,,
イマヌエル・カント,Immanuel Kant,Pantheon職業: Philosopher / 出生国: Russia / 出生地: Königsberg,,CE,1724,,false,,CE,1804,,false,,,,
カール・マルクス,Karl Marx,Pantheon職業: Economist / 出生国: Germany / 出生地: Trier,,CE,1818,,false,,CE,1883,,false,,,,
ヨシフ・スターリン,Joseph Stalin,"Pantheon職業: Politician / 出生国: Georgia / 出生地: Gori, Georgia",,CE,1879,,false,,CE,1953,,false,,,,
アクバル,Akbar,Pantheon職業: Politician / 出生国: Pakistan / 出生地: Umerkot,,CE,1542,,false,,CE,1605,,false,,,,
ダンテ・アリギエーリ,Dante Alighieri,Pantheon職業: Writer / 出生国: Italy / 出生地: Florence,,CE,1265,,false,,CE,1321,,false,,,,
ルネ・デカルト,René Descartes,"Pantheon職業: Philosopher / 出生国: France / 出生地: Descartes, Indre-et-Loire",,CE,1596,,false,,CE,1650,,false,,,,
イブン・スィーナー,Avicenna,Pantheon職業: Philosopher / 出生国: Uzbekistan / 出生地: Bukhara Region,,CE,980,,false,,CE,1037,,false,,,,
アウグストゥス,Augustus,Pantheon職業: Politician / 出生国: Italy / 出生地: Rome,,BCE,63,,false,,CE,14,,false,,,,
ゴットフリート・ライプニッツ,Gottfried Wilhelm Leibniz,Pantheon職業: Mathematician / 出生国: Germany / 出生地: Leipzig,,CE,1646,,false,,CE,1716,,false,,,,
ニコラ・テスラ,Nikola Tesla,"Pantheon職業: Inventor / 出生国: Croatia / 出生地: Smiljan, Croatia",,CE,1856,,false,,CE,1943,,false,,,,
老子,Laozi,Pantheon職業: Philosopher / 出生国: China / 出生地: Luyi County,,BCE,604,,false,,BCE,600,,false,,,,
パブロ・ピカソ,Pablo Picasso,Pantheon職業: Painter / 出生国: Spain / 出生地: Málaga,,CE,1881,,false,,CE,1973,,false,,,,
トーマス・エジソン,Thomas Edison,"Pantheon職業: Inventor / 出生国: United States / 出生地: Milan, Ohio",,CE,1847,,false,,CE,1931,,false,,,,
スレイマン1世,Suleiman the Magnificent,Pantheon職業: Politician / 出生国: Türkiye / 出生地: Trabzon,,CE,1494,,false,,CE,1566,,false,,,,
インディラ・ガンディー,Indira Gandhi,Pantheon職業: Politician / 出生国: India / 出生地: Prayagraj,,CE,1917,,false,,CE,1984,,false,,,,
ウラジーミル・レーニン,Vladimir Lenin,Pantheon職業: Politician / 出生国: Russia / 出生地: Ulyanovsk,,CE,1870,,false,,CE,1924,,false,,,,
チャールズ・ダーウィン,Charles Darwin,Pantheon職業: Biologist / 出生国: United Kingdom / 出生地: Shrewsbury,,CE,1809,,false,,CE,1882,,false,,,,
カール・フリードリヒ・ガウス,Carl Friedrich Gauss,Pantheon職業: Mathematician / 出生国: Germany / 出生地: Braunschweig,,CE,1777,,false,,CE,1855,,false,,,,
サラーフッディーン,Saladin,Pantheon職業: Politician / 出生国: Iraq / 出生地: Tikrit,,CE,1138,,false,,CE,1193,,false,,,,
パウロ,Paul the Apostle,"Pantheon職業: Religious Figure / 出生国: Türkiye / 出生地: Tarsus, Mersin",,CE,5,,false,,CE,66,,false,,,,
ジャン＝ジャック・ルソー,Jean-Jacques Rousseau,Pantheon職業: Philosopher / 出生国: Switzerland / 出生地: Geneva,,CE,1712,,false,,CE,1778,,false,,,,
ムスタファ・ケマル・アタテュルク,Mustafa Kemal Atatürk,Pantheon職業: Politician / 出生国: Greece / 出生地: Thessaloniki,,CE,1881,,false,,CE,1938,,false,,,,
クビライ,Kublai Khan,Pantheon職業: Politician / 出生国: China,,CE,1215,,false,,CE,1294,,false,,,,
ジークムント・フロイト,Sigmund Freud,Pantheon職業: Psychologist / 出生国: Czechia / 出生地: Příbor,,CE,1856,,false,,CE,1939,,false,,,,
ヴァスコ・ダ・ガマ,Vasco da Gama,Pantheon職業: Explorer / 出生国: Portugal / 出生地: Sines,,CE,1460,,false,,CE,1524,,false,,,,
ブレーズ・パスカル,Blaise Pascal,Pantheon職業: Mathematician / 出生国: France / 出生地: Clermont-Ferrand,,CE,1623,,false,,CE,1662,,false,,,,
ジャンヌ・ダルク,Joan of Arc,Pantheon職業: Military Personnel / 出生国: France / 出生地: Domrémy-la-Pucelle,,CE,1412,,false,,CE,1431,,false,,,,
アントニオ・ヴィヴァルディ,Antonio Vivaldi,Pantheon職業: Composer / 出生国: Italy / 出生地: Venice,,CE,1678,,false,,CE,1741,,false,,,,
ラファエロ・サンティ,Raphael,Pantheon職業: Painter / 出生国: Italy / 出生地: Urbino,,CE,1483,,false,,CE,1520,,false,,,,
始皇帝,Qin Shi Huang,Pantheon職業: Politician / 出生国: China / 出生地: Handan,,BCE,258,,false,,BCE,210,,false,,,,
ヨハン・ヴォルフガング・フォン・ゲーテ,Johann Wolfgang von Goethe,Pantheon職業: Writer / 出生国: Germany / 出生地: Free City of Frankfurt,,CE,1749,,false,,CE,1832,,false,,,,
ロバート・オッペンハイマー,Robert Oppenheimer,Pantheon職業: Physicist / 出生国: United States / 出生地: New York City,,CE,1904,,false,,CE,1967,,false,,,,
ナザレのヨセフ,Joseph,Pantheon職業: Religious Figure / 出生国: Israel / 出生地: Nazareth,,BCE,100,,false,,CE,100,,false,,,,
ティムール,Timur,Pantheon職業: Military Personnel / 出生国: Uzbekistan / 出生地: Shahrisabz,,CE,1336,,false,,CE,1405,,false,,,,
モハメド・アリ,Muhammad Ali,"Pantheon職業: Boxer / 出生国: United States / 出生地: Louisville, Kentucky",,CE,1942,,false,,CE,2016,,false,,,,
ジョージ6世,George VI,Pantheon職業: Politician / 出生国: United Kingdom / 出生地: York Cottage,,CE,1895,,false,,CE,1952,,false,,,,
J・R・R・トールキン,J. R. R. Tolkien,Pantheon職業: Writer / 出生国: South Africa / 出生地: Bloemfontein,,CE,1892,,false,,CE,1973,,false,,,,
フランツ・ヨーゼフ1世,Franz Joseph I of Austria,Pantheon職業: Politician / 出生国: Austria / 出生地: Schönbrunn Palace,,CE,1830,,false,,CE,1916,,false,,,,
バールーフ・デ・スピノザ,Benedictus de Spinoza,Pantheon職業: Philosopher / 出生国: Netherlands / 出生地: Amsterdam,,CE,1632,,false,,CE,1677,,false,,,,
フワーリズミー,Muḥammad ibn Musa al-Khwarizmi,Pantheon職業: Mathematician / 出生国: Turkmenistan / 出生地: Khwarazm,,CE,780,,false,,CE,850,,false,,,,
レンブラント・ファン・レイン,Rembrandt,Pantheon職業: Painter / 出生国: Netherlands / 出生地: Leiden,,CE,1606,,false,,CE,1669,,false,,,,
ヨハネス・グーテンベルク,Johannes Gutenberg,Pantheon職業: Inventor / 出生国: Germany / 出生地: Mainz,,CE,1394,,false,,CE,1468,,false,,,,
ルイ16世,Louis XVI of France,Pantheon職業: Politician / 出生国: France / 出生地: Palace of Versailles,,CE,1754,,false,,CE,1793,,false,,,,
ネルソン・マンデラ,Nelson Mandela,Pantheon職業: Social Activist / 出生国: South Africa / 出生地: Mvezo,,CE,1918,,false,,CE,2013,,false,,,,
ニッコロ・マキャヴェッリ,Niccolò Machiavelli,Pantheon職業: Philosopher / 出生国: Italy / 出生地: Florence,,CE,1469,,false,,CE,1527,,false,,,,
アンドルー・ジャクソン,Andrew Jackson,Pantheon職業: Politician / 出生国: United States / 出生地: Waxhaws,,CE,1767,,false,,CE,1845,,false,,,,
アウグスティヌス,Augustine of Hippo,Pantheon職業: Philosopher / 出生国: Algeria,,CE,354,,false,,CE,430,,false,,,,
エドガー・アラン・ポー,Edgar Allan Poe,Pantheon職業: Writer / 出生国: United States / 出生地: Boston,,CE,1809,,false,,CE,1849,,false,,,,
フランシス・ベーコン,Francis Bacon,"Pantheon職業: Philosopher / 出生国: United Kingdom / 出生地: Strand, London",,CE,1561,,false,,CE,1626,,false,,,,
ヒポクラテス,Hippocrates,Pantheon職業: Physician / 出生国: Greece / 出生地: Kos,,BCE,460,,false,,BCE,370,,false,,,,
フリードリヒ・ニーチェ,Friedrich Nietzsche,Pantheon職業: Philosopher / 出生国: Germany / 出生地: Röcken,,CE,1844,,false,,CE,1900,,false,,,,
カール・フォン・リンネ,Carl Linnaeus,Pantheon職業: Biologist / 出生国: Sweden / 出生地: Råshult,,CE,1707,,false,,CE,1778,,false,,,,
ハンス・クリスチャン・アンデルセン,Hans Christian Andersen,Pantheon職業: Writer / 出生国: Denmark / 出生地: Odense,,CE,1805,,false,,CE,1875,,false,,,,
ヘロドトス,Herodotus,Pantheon職業: Historian / 出生国: Türkiye / 出生地: Halicarnassus,,BCE,484,,false,,BCE,425,,false,,,,
エウクレイデス,Euclid,Pantheon職業: Mathematician / 出生国: Egypt / 出生地: Alexandria,,BCE,350,,false,,BCE,240,,false,,,,
アブラハム,Abraham,Pantheon職業: Religious Figure / 出生国: Iraq,,BCE,1813,,false,,BCE,1638,,false,,,,
サルバドール・ダリ,Salvador Dalí,Pantheon職業: Painter / 出生国: Spain / 出生地: Figueres,,CE,1904,,false,,CE,1989,,false,,,,
チャールズ1世 (イングランド王),Charles I of England,Pantheon職業: Politician / 出生国: United Kingdom / 出生地: Dunfermline Palace,,CE,1600,,false,,CE,1649,,false,,,,
チャールズ・チャップリン,Charlie Chaplin,Pantheon職業: Actor / 出生国: United Kingdom / 出生地: Walworth,,CE,1889,,false,,CE,1977,,false,,,,
カール大帝,Charlemagne,Pantheon職業: Politician / 出生国: Germany / 出生地: Aachen,,CE,748,,false,,CE,814,,false,,,,
ジョージ5世,George V,Pantheon職業: Politician / 出生国: United Kingdom / 出生地: Marlborough House,,CE,1865,,false,,CE,1936,,false,,,,
ジェームズ1世 (イングランド王),James VI and I,Pantheon職業: Politician / 出生国: United Kingdom / 出生地: Edinburgh Castle,,CE,1566,,false,,CE,1625,,false,,,,
レフ・トルストイ,Leo Tolstoy,Pantheon職業: Writer / 出生国: Russia / 出生地: Yasnaya Polyana,,CE,1828,,false,,CE,1910,,false,,,,
ヨハネ・パウロ1世,John Paul I,Pantheon職業: Religious Figure / 出生国: Italy / 出生地: Canale d'Agordo,,CE,1912,,false,,CE,1978,,false,,,,
コンモドゥス,Commodus,Pantheon職業: Politician / 出生国: Italy / 出生地: Lanuvium,,CE,161,,false,,CE,192,,false,,,,
レオナルド・フィボナッチ,Fibonacci,Pantheon職業: Mathematician / 出生国: Italy / 出生地: Pisa,,CE,1170,,false,,CE,1240,,false,,,,
エリザベス2世,Elizabeth II,Pantheon職業: Nobleman / 出生国: United Kingdom / 出生地: Mayfair,,CE,1926,,false,,CE,2022,,false,,,,
エドワード7世,Edward VII,Pantheon職業: Nobleman / 出生国: United Kingdom / 出生地: Buckingham Palace,,CE,1841,,false,,CE,1910,,false,,,,
エドワード6世,Edward VI of England,Pantheon職業: Politician / 出生国: United Kingdom / 出生地: Hampton Court Palace,,CE,1537,,false,,CE,1553,,false,,,,
フランツ・カフカ,Franz Kafka,Pantheon職業: Writer / 出生国: Czechia / 出生地: Prague,,CE,1883,,false,,CE,1924,,false,,,,
エリーザベト,Empress Elisabeth of Austria,Pantheon職業: Companion / 出生国: Germany / 出生地: Munich,,CE,1837,,false,,CE,1898,,false,,,,
ヴィクトル・ユーゴー,Victor Hugo,Pantheon職業: Writer / 出生国: France / 出生地: Besançon,,CE,1802,,false,,CE,1885,,false,,,,
アルブレヒト・デューラー,Albrecht Dürer,Pantheon職業: Painter / 出生国: Germany / 出生地: Nuremberg,,CE,1471,,false,,CE,1528,,false,,,,
メフメト2世,Mehmed II,Pantheon職業: Politician / 出生国: Türkiye / 出生地: Edirne,,CE,1432,,false,,CE,1481,,false,,,,
ヴォルテール,Voltaire,Pantheon職業: Writer / 出生国: France / 出生地: Paris,,CE,1694,,false,,CE,1778,,false,,,,
黄現璠,Huang Xianfan,Pantheon職業: Politician / 出生国: China / 出生地: Fusui County,,CE,1899,,false,,CE,1982,,false,,,,
ソロモン,Solomon,Pantheon職業: Religious Figure / 出生地: Palestine (region),,BCE,1011,,false,,BCE,931,,false,,,,
ピョートル・チャイコフスキー,Pyotr Ilyich Tchaikovsky,Pantheon職業: Composer / 出生国: Russia / 出生地: Votkinsk,,CE,1840,,false,,CE,1893,,false,,,,
ジェイムズ・ジョイス,James Joyce,Pantheon職業: Writer / 出生国: Ireland / 出生地: Rathgar,,CE,1882,,false,,CE,1941,,false,,,,
ソポクレス,Sophocles,Pantheon職業: Writer / 出生国: Greece / 出生地: Colonus (Attica),,BCE,497,,false,,BCE,406,,false,,,,
アリー・イブン・アビー・ターリブ,Alī ibn Abī Ṭālib,Pantheon職業: Religious Figure / 出生国: Saudi Arabia / 出生地: Mecca,,CE,601,,false,,CE,661,,false,,,,
ウィリアム・マッキンリー,William McKinley,"Pantheon職業: Politician / 出生国: United States / 出生地: Niles, Ohio",,CE,1843,,false,,CE,1901,,false,,,,
ジュゼッペ・ヴェルディ,Giuseppe Verdi,Pantheon職業: Composer / 出生国: Italy / 出生地: Le Roncole,,CE,1813,,false,,CE,1901,,false,,,,
ウマル・イブン・ハッターブ,Umar ibn Al-Khattāb,Pantheon職業: Politician / 出生国: Saudi Arabia / 出生地: Mecca,,CE,585,,false,,CE,644,,false,,,,
ルイ・パスツール,Louis Pasteur,"Pantheon職業: Chemist / 出生国: France / 出生地: Dole, Jura",,CE,1822,,false,,CE,1895,,false,,,,
ヨハネス・ケプラー,Johannes Kepler,Pantheon職業: Astronomer / 出生国: Germany / 出生地: Weil der Stadt,,CE,1571,,false,,CE,1630,,false,,,,
エドワード8世 (イギリス王),Edward VIII,"Pantheon職業: Politician / 出生国: United Kingdom / 出生地: White Lodge, Richmond Park",,CE,1894,,false,,CE,1972,,false,,,,
ユリシーズ・グラント,Ulysses S. Grant,"Pantheon職業: Politician / 出生国: United States / 出生地: Point Pleasant, Ohio",,CE,1822,,false,,CE,1885,,false,,,,
フリーダ・カーロ,Frida Kahlo,Pantheon職業: Painter / 出生国: Mexico / 出生地: Mexico City,,CE,1907,,false,,CE,1954,,false,,,,
ジョージ3世 (イギリス王),George III of Great Britain,Pantheon職業: Politician / 出生国: United Kingdom / 出生地: Norfolk House,,CE,1738,,false,,CE,1820,,false,,,,
金日成,Kim Il-sung,Pantheon職業: Politician / 出生国: South Korea / 出生地: Korea under Japanese rule,,CE,1912,,false,,CE,1994,,false,,,,
アンデレ,Andrew the Apostle,Pantheon職業: Religious Figure / 出生地: Bethsaida,,BCE,6,,false,,CE,70,,false,,,,
アブー＝バクル,Hazrat Abu Bakr,Pantheon職業: Religious Figure / 出生国: Saudi Arabia / 出生地: Mecca,,CE,573,,false,,CE,634,,false,,,,
洗礼者ヨハネ,John the Baptist,Pantheon職業: Religious Figure / 出生国: Israel / 出生地: Ein Kerem,,BCE,20,,false,,CE,31,,false,,,,
タレス,Thales,Pantheon職業: Philosopher / 出生国: Türkiye / 出生地: Miletus,,BCE,623,,false,,BCE,546,,false,,,,
ヘラクレイトス,Heraclitus,Pantheon職業: Philosopher / 出生国: Türkiye / 出生地: Ephesus,,BCE,535,,false,,BCE,470,,false,,,,
