name,aliases,note,birth_label,birth_calendar_era,birth_start_year,birth_end_year,birth_is_approximate,death_label,death_calendar_era,death_start_year,death_end_year,death_is_approximate,regions,religions,sects,periods
コンスタンティヌス1世,Constantine the Great,Pantheon職業: Politician / 出生国: Serbia / 出生地: Niš,,CE,272,,false,,CE,337,,false,,,,
ダビデ,David,Pantheon職業: Politician / 出生地: Bethlehem,,BCE,1010,,false,,BCE,970,,false,,,,
ゲオルク・フリードリヒ・ヘンデル,George Frideric Handel,Pantheon職業: Composer / 出生国: Germany / 出生地: Halle (Saale),,CE,1685,,false,,CE,1759,,false,,,,
ジェーン・グレイ,Lady Jane Grey,Pantheon職業: Nobleman / 出生国: United Kingdom / 出生地: Bradgate Park,,CE,1537,,false,,CE,1554,,false,,,,
マーティン・ヴァン・ビューレン,Martin Van Buren,"Pantheon職業: Politician / 出生国: United States / 出生地: Kinderhook (village), New York",,CE,1782,,false,,CE,1862,,false,,,,
アルフレッド・ノーベル,Alfred Nobel,Pantheon職業: Chemist / 出生国: Sweden / 出生地: Stockholm,,CE,1833,,false,,CE,1896,,false,,,,
スティーブ・ジョブズ,Steve Jobs,Pantheon職業: Designer / 出生国: United States / 出生地: San Francisco,,CE,1955,,false,,CE,2011,,false,,,,
ツタンカーメン,TutanKhamun,Pantheon職業: Religious Figure / 出生国: Egypt / 出生地: Amarna,,BCE,1341,,false,,BCE,1323,,false,,,,
ヨーゼフ・ゲッベルス,Joseph Goebbels,Pantheon職業: Politician / 出生国: Germany / 出生地: Rheydt,,CE,1897,,false,,CE,1945,,false,,,,
ウィンストン・チャーチル,Winston Churchill,Pantheon職業: Politician / 出生国: United Kingdom / 出生地: Blenheim Palace,,CE,1874,,false,,CE,1965,,false,,,,
トマス・アクィナス,Thomas Aquinas,Pantheon職業: Philosopher / 出生国: Italy / 出生地: Roccasecca,,CE,1225,,false,,CE,1274,,false,,,,
毛沢東,Mao Zedong,Pantheon職業: Politician / 出生国: China / 出生地: Shaoshan,,CE,1893,,false,,CE,1976,,false,,,,
クロード・モネ,Claude Monet,Pantheon職業: Painter / 出生国: France / 出生地: Paris,,CE,1840,,false,,CE,1926,,false,,,,
オットー・フォン・ビスマルク,Otto von Bismarck,Pantheon職業: Politician / 出生国: Germany / 出生地: Schönhausen,,CE,1815,,false,,CE,1898,,false,,,,
チャールズ2世 (イングランド王),Charles II of England,Pantheon職業: Politician / 出生国: United Kingdom / 出生地: St James's Palace,,CE,1630,,false,,CE,1685,,false,,,,
ジョルダーノ・ブルーノ,Giordano Bruno,Pantheon職業: Astronomer / 出生国: Italy / 出生地: Nola,,CE,1548,,false,,CE,1600,,false,,,,
マリリン・モンロー,Marilyn Monroe,Pantheon職業: Actor / 出生国: United States / 出生地: Los Angeles,,CE,1926,,false,,CE,1962,,false,,,,
レオ13世,Leo XIII,Pantheon職業: Religious Figure / 出生国: Italy / 出生地: Rome,,CE,1810,,false,,CE,1903,,false,,,,
ジェームズ・ワット,James Watt,Pantheon職業: Inventor / 出生国: United Kingdom / 出生地: Greenock,,CE,1736,,false,,CE,1819,,false,,,,
ヴィルヘルム2世,Wilhelm II,Pantheon職業: Politician / 出生国: Germany / 出生地: Kronprinzenpalais,,CE,1859,,false,,CE,1941,,false,,,,
アロン,Aaron,Pantheon職業: Religious Figure / 出生国: Jordan,,BCE,1396,,false,,BCE,1274,,false,,,,
ディオゲネス,Diogenes of Sinope,Pantheon職業: Philosopher / 出生国: Türkiye / 出生地: Paphlagonia,,BCE,404,,false,,BCE,322,,false,,,,
ヤコブ,Jacob,Pantheon職業: Religious Figure / 出生地: Canaan,,BCE,1653,,false,,BCE,1506,,false,,,,
アン (イギリス女王),Anne of Great Britain,Pantheon職業: Politician / 出生国: United Kingdom / 出生地: St James's Palace,,CE,1665,,false,,CE,1714,,false,,,,
ベニート・ムッソリーニ,Benito Mussolini,Pantheon職業: Politician / 出生国: Italy / 出生地: Predappio,,CE,1883,,false,,CE,1945,,false,,,,
スティーヴン・ホーキング,Stephen Hawking,Pantheon職業: Physicist / 出生国: United Kingdom / 出生地: Oxford,,CE,1942,,false,,CE,2018,,false,,,,
デジデリウス・エラスムス,Erasmus,Pantheon職業: Philosopher / 出生国: Netherlands / 出生地: Rotterdam,,CE,1466,,false,,CE,1536,,false,,,,
ジュール・ヴェルヌ,Jules Verne,Pantheon職業: Writer / 出生国: France / 出生地: Nantes,,CE,1828,,false,,CE,1905,,false,,,,
マタイ,Matthew the Apostle,Pantheon職業: Religious Figure / 出生国: Israel / 出生地: Capernaum,,CE,10,,false,,CE,74,,false,,,,
フランツ・ヨーゼフ・ハイドン,Joseph Haydn,"Pantheon職業: Composer / 出生国: Austria / 出生地: Rohrau, Austria",,CE,1732,,false,,CE,1809,,false,,,,
ジョン,"John, King of England",Pantheon職業: Politician / 出生国: United Kingdom / 出生地: Beaumont Palace,,CE,1166,,false,,CE,1216,,false,,,,
ピーテル・パウル・ルーベンス,Peter Paul Rubens,Pantheon職業: Painter / 出生国: Germany / 出生地: Siegen,,CE,1577,,false,,CE,1640,,false,,,,
ゲオルク・ヴィルヘルム・フリードリヒ・ヘーゲル,Georg Wilhelm Friedrich Hegel,Pantheon職業: Philosopher / 出生国: Germany / 出生地: Stuttgart,,CE,1770,,false,,CE,1831,,false,,,,
レイフ・エリクソン,Leif Erikson,Pantheon職業: Explorer / 出生国: Iceland / 出生地: Icelandic Commonwealth,,CE,970,,false,,CE,1020,,false,,,,
マルクス・トゥッリウス・キケロ,Cicero,Pantheon職業: Politician / 出生国: Italy,,BCE,106,,false,,BCE,43,,false,,,,
ミラのニコラオス,Saint Nicholas,Pantheon職業: Religious Figure / 出生国: Türkiye / 出生地: Patara (Lycia),,CE,270,,false,,CE,342,,false,,,,
リヒャルト・ワーグナー,Richard Wagner,Pantheon職業: Composer / 出生国: Germany / 出生地: Leipzig,,CE,1813,,false,,CE,1883,,false,,,,
カール・ベンツ,Carl Benz,Pantheon職業: Inventor / 出生国: Germany / 出生地: Mühlburg,,CE,1844,,false,,CE,1929,,false,,,,
リチャード3世,Richard III of England,Pantheon職業: Politician / 出生国: United Kingdom / 出生地: Fotheringhay Castle,,CE,1452,,false,,CE,1485,,false,,,,
アーイシャ,Aisha,Pantheon職業: Companion / 出生国: Saudi Arabia / 出生地: Mecca,,CE,605,,false,,CE,678,,false,,,,
ウェルギリウス,Virgil,"Pantheon職業: Writer / 出生国: Italy / 出生地: Virgilio, Lombardy",,BCE,70,,false,,BCE,19,,false,,,,
パウロ6世,Paul VI,Pantheon職業: Religious Figure / 出生国: Italy / 出生地: Milan,,CE,1897,,false,,CE,1978,,false,,,,
クヌート1世 (イングランド王),Cnut the Great,Pantheon職業: Politician / 出生国: Denmark,,CE,995,,false,,CE,1035,,false,,,,
ヨハネ23世,John XXIII,Pantheon職業: Religious Figure / 出生国: Italy / 出生地: Sotto il Monte Giovanni XXIII,,CE,1881,,false,,CE,1963,,false,,,,
クセルクセス1世,Xerxes I,Pantheon職業: Politician / 出生国: Iran,,BCE,519,,false,,BCE,475,,false,,,,
ニコライ2世,Nicholas II of Russia,Pantheon職業: Politician / 出生国: Russia / 出生地: Alexander Palace,,CE,1868,,false,,CE,1918,,false,,,,
ジョン・ロック,John Locke,Pantheon職業: Philosopher / 出生国: United Kingdom / 出生地: Wrington,,CE,1632,,false,,CE,1704,,false,,,,
ペレ,Pelé,Pantheon職業: Soccer Player / 出生国: Brazil / 出生地: Três Corações,,CE,1940,,false,,CE,2022,,false,,,,
アンナ,Saint Anne,Pantheon職業: Religious Figure / 出生地: Bethlehem,,BCE,100,,false,,CE,100,,false,,,,
ヘンリー・キッシンジャー,Henry Kissinger,Pantheon職業: Politician / 出生国: Germany / 出生地: Fürth,,CE,1923,,false,,CE,2023,,false,,,,
エイブラハム・リンカーン,Abraham Lincoln,Pantheon職業: Politician / 出生国: United States / 出生地: Abraham Lincoln Birthplace National Historical Park,,CE,1809,,false,,CE,1865,,false,,,,
モリエール,Molière,Pantheon職業: Writer / 出生国: France / 出生地: Paris,,CE,1622,,false,,CE,1673,,false,,,,
エイダ・ラブレス,Ada Lovelace,Pantheon職業: Mathematician / 出生国: United Kingdom / 出生地: London,,CE,1815,,false,,CE,1852,,false,,,,
ジェームズ・ポーク,James K. Polk,"Pantheon職業: Politician / 出生国: United States / 出生地: Pineville, North Carolina",,CE,1795,,false,,CE,1849,,false,,,,
ウィリアム3世 (イングランド王),William III of England,Pantheon職業: Politician / 出生国: Netherlands / 出生地: Binnenhof,,CE,1650,,false,,CE,1702,,false,,,,
フランツ・シューベルト,Franz Schubert,Pantheon職業: Composer / 出生国: Austria / 出生地: Alsergrund,,CE,1797,,false,,CE,1828,,false,,,,
アッシジのフランチェスコ,Francis of Assisi,Pantheon職業: Religious Figure / 出生国: Italy / 出生地: Perugia,,CE,1182,,false,,CE,1226,,false,,,,
ジェームズ2世 (イングランド王),James II of England,Pantheon職業: Politician / 出生国: United Kingdom / 出生地: St James's Palace,,CE,1633,,false,,CE,1701,,false,,,,
ピウス12世,Pius XII,Pantheon職業: Religious Figure / 出生国: Italy / 出生地: Rome,,CE,1876,,false,,CE,1958,,false,,,,
グナエウス・ポンペイウス,Pompey,Pantheon職業: Politician / 出生国: Italy / 出生地: Roman Italy,,BCE,106,,false,,BCE,48,,false,,,,
ダレイオス1世,Darius I,Pantheon職業: Politician / 出生国: Georgia / 出生地: Caucasus,,BCE,550,,false,,BCE,486,,false,,,,
ミハイル・ゴルバチョフ,Mikhail Gorbachev,"Pantheon職業: Politician / 出生国: Russia / 出生地: Privolnoye, Stavropol Krai",,CE,1931,,false,,CE,2022,,false,,,,
ミゲル・デ・セルバンテス,Miguel de Cervantes,Pantheon職業: Writer / 出生国: Spain / 出生地: Alcalá de Henares,,CE,1547,,false,,CE,1616,,false,,,,
レオンハルト・オイラー,Leonhard Euler,Pantheon職業: Mathematician / 出生国: Switzerland / 出生地: Basel,,CE,1707,,false,,CE,1783,,false,,,,
金正日,Kim Jong-il,"Pantheon職業: Politician / 出生国: Russia / 出生地: Vyatskoye, Khabarovsk Krai",,CE,1941,,false,,CE,2011,,false,,,,
ボブ・マーリー,Bob Marley,"Pantheon職業: Musician / 出生国: Jamaica / 出生地: Nine Mile, Jamaica",,CE,1945,,false,,CE,1981,,false,,,,
ミケランジェロ・メリージ・ダ・カラヴァッジオ,Caravaggio,Pantheon職業: Painter / 出生国: Italy / 出生地: Milan,,CE,1571,,false,,CE,1610,,false,,,,
エルヴィス・プレスリー,Elvis Presley,"Pantheon職業: Singer / 出生国: United States / 出生地: Tupelo, Mississippi",,CE,1935,,false,,CE,1977,,false,,,,
ゲオルギオス,Saint George,Pantheon職業: Religious Figure / 出生国: Türkiye / 出生地: Cappadocia (Roman province),,CE,280,,false,,CE,303,,false,,,,
ピウス9世,Pius IX,Pantheon職業: Religious Figure / 出生国: Italy / 出生地: Senigallia,,CE,1792,,false,,CE,1878,,false,,,,
アルトゥル・ショーペンハウアー,Arthur Schopenhauer,Pantheon職業: Philosopher / 出生国: Poland / 出生地: Gdańsk,,CE,1788,,false,,CE,1860,,false,,,,
カール5世 (神聖ローマ皇帝),Charles V,Pantheon職業: Politician / 出生国: Belgium / 出生地: Prinsenhof (Ghent),,CE,1500,,false,,CE,1558,,false,,,,
シャルル・ド・モンテスキュー,Montesquieu,Pantheon職業: Philosopher / 出生国: France / 出生地: Château de la Brède,,CE,1689,,false,,CE,1755,,false,,,,
アッティラ,Attila,Pantheon職業: Politician / 出生国: Georgia / 出生地: Caucasus,,CE,406,,false,,CE,453,,false,,,,
マリア・テレジア,Maria Theresa of Austria,Pantheon職業: Politician / 出生国: Austria / 出生地: Vienna,,CE,1717,,false,,CE,1780,,false,,,,
マリー・アントワネット,Marie Antoinette,Pantheon職業: Nobleman / 出生国: Austria / 出生地: Hofburg,,CE,1755,,false,,CE,1793,,false,,,,
フランシスコ・デ・ゴヤ,Francisco Goya,Pantheon職業: Painter / 出生国: Spain,,CE,1746,,false,,CE,1828,,false,,,,
オスマン1世,Osman I,Pantheon職業: Politician / 出生国: Türkiye / 出生地: Söğüt,,CE,1254,,false,,CE,1327,,false,,,,
マルクス・アウレリウス・アントニヌス,Marcus Aurelius,Pantheon職業: Politician / 出生国: Italy / 出生地: Rome,,CE,121,,false,,CE,180,,false,,,,
マクシミリアン・ロベスピエール,Maximilien Robespierre,Pantheon職業: Politician / 出生国: France / 出生地: Arras,,CE,1758,,false,,CE,1794,,false,,,,
イーゴリ・ストラヴィンスキー,Igor Stravinsky,"Pantheon職業: Composer / 出生国: Russia / 出生地: Lomonosov, Russia",,CE,1882,,false,,CE,1971,,false,,,,
グスタフ・マーラー,Gustav Mahler,Pantheon職業: Composer / 出生国: Czechia / 出生地: Kaliště (Pelhřimov District),,CE,1860,,false,,CE,1911,,false,,,,
ジャン＝ポール・サルトル,Jean-Paul Sartre,Pantheon職業: Writer / 出生国: France / 出生地: Paris,,CE,1905,,false,,CE,1980,,false,,,,
ヨハネス・フェルメール,Johannes Vermeer,Pantheon職業: Painter / 出生国: Netherlands / 出生地: Delft,,CE,1632,,false,,CE,1675,,false,,,,
ネフェルティティ,Nefertiti,"Pantheon職業: Companion / 出生国: Egypt / 出生地: Thebes, Egypt",,BCE,1400,,false,,BCE,1330,,false,,,,
T・S・エリオット,T. S. Eliot,Pantheon職業: Writer / 出生国: United States / 出生地: St. Louis,,CE,1888,,false,,CE,1965,,false,,,,
サンドロ・ボッティチェッリ,Sandro Botticelli,Pantheon職業: Painter / 出生国: Italy / 出生地: Florence,,CE,1445,,false,,CE,1510,,false,,,,
マンサ・ムーサ,Mansa Musa,Pantheon職業: Politician / 出生国: Mali,,CE,1280,,false,,CE,1337,,false,,,,
マックス・ヴェーバー,Max Weber,Pantheon職業: Sociologist / 出生国: Germany / 出生地: Erfurt,,CE,1864,,false,,CE,1920,,false,,,,
ユーリイ・ガガーリン,Yuri Gagarin,Pantheon職業: Astronaut / 出生国: Russia / 出生地: Klushino,,CE,1934,,false,,CE,1968,,false,,,,
ハーフィズ・アル＝アサド,Hafez al-Assad,Pantheon職業: Politician / 出生国: Syria / 出生地: Latakia,,CE,1930,,false,,CE,2000,,false,,,,
ネロ,Nero,Pantheon職業: Politician / 出生国: Italy,,CE,37,,false,,CE,68,,false,,,,
エドヴァルド・ムンク,Edvard Munch,Pantheon職業: Painter / 出生国: Norway / 出生地: Ådalsbruk,,CE,1863,,false,,CE,1944,,false,,,,
ヴィルヘルム・レントゲン,Wilhelm Röntgen,Pantheon職業: Physicist / 出生国: Germany / 出生地: Remscheid,,CE,1845,,false,,CE,1923,,false,,,,
ジュゼッペ・ガリバルディ,Giuseppe Garibaldi,Pantheon職業: Politician / 出生国: France / 出生地: Nice,,CE,1807,,false,,CE,1882,,false,,,,
クラウディオス・プトレマイオス,Ptolemy,Pantheon職業: Astronomer / 出生国: Egypt / 出生地: Ptolemais Hermiou,,CE,100,,false,,CE,170,,false,,,,
フランツ2世,"Francis II, Holy Roman Emperor",Pantheon職業: Politician / 出生国: Italy / 出生地: Florence,,CE,1768,,false,,CE,1835,,false,,,,
ヘンリー6世,Henry VI of England,Pantheon職業: Politician / 出生国: United Kingdom / 出生地: Windsor Castle,,CE,1421,,false,,CE,1471,,false,,,,
フレディ・マーキュリー,Freddie Mercury,Pantheon職業: Musician / 出生国: Tanzania / 出生地: Stone Town,,CE,1946,,false,,CE,1991,,false,,,,
ディエゴ・ベラスケス,Diego Velázquez,Pantheon職業: Painter / 出生国: Spain / 出生地: Seville,,CE,1599,,false,,CE,1660,,false,,,,
ルイ15世,Louis XV of France,Pantheon職業: Politician / 出生国: France / 出生地: Palace of Versailles,,CE,1710,,false,,CE,1774,,false,,,,
ドミトリ・メンデレーエフ,Dmitri Mendeleev,Pantheon職業: Chemist / 出生国: Russia / 出生地: Tobolsk Governorate,,CE,1834,,false,,CE,1907,,false,,,,
アントニ・ガウディ,Antoni Gaudí,Pantheon職業: Architect / 出生国: Spain / 出生地: Reus,,CE,1852,,false,,CE,1926,,false,,,,
ウィリアム4世,William IV,Pantheon職業: Politician / 出生国: United Kingdom / 出生地: Buckingham Palace,,CE,1765,,false,,CE,1837,,false,,,,
エドワード4世,Edward IV of England,Pantheon職業: Politician / 出生国: France / 出生地: Rouen,,CE,1442,,false,,CE,1483,,false,,,,
キュロス2世,Cyrus the Great,Pantheon職業: Politician / 出生国: Iran / 出生地: Anshan (Persia),,BCE,600,,false,,BCE,530,,false,,,,
ピョートル1世,Peter the Great,Pantheon職業: Politician / 出生国: Russia / 出生地: Moscow,,CE,1672,,false,,CE,1725,,false,,,,
ムハンマド・アリー・ジンナー,Mohammad Ali Jinnah,Pantheon職業: Politician / 出生国: Pakistan / 出生地: Karachi,,CE,1876,,false,,CE,1948,,false,,,,
オウィディウス,Ovid,Pantheon職業: Writer / 出生国: Italy / 出生地: Sulmona,,BCE,43,,false,,CE,17,,false,,,,
デモクリトス,Democritus,"Pantheon職業: Philosopher / 出生国: Greece / 出生地: Abdera, Thrace",,BCE,460,,false,,BCE,360,,false,,,,
ル・コルビュジエ,Le Corbusier,Pantheon職業: Architect / 出生国: Switzerland / 出生地: La Chaux-de-Fonds,,CE,1887,,false,,CE,1965,,false,,,,
ハイレ・セラシエ1世,Haile Selassie I,Pantheon職業: Politician / 出生国: Ethiopia / 出生地: Ejersa Goro,,CE,1892,,false,,CE,1975,,false,,,,
ハンムラビ,Hammurabi,Pantheon職業: Politician / 出生国: Iraq,,BCE,1810,,false,,BCE,1750,,false,,,,
アレクサンドル・デュマ・ペール,Alexandre Dumas,Pantheon職業: Writer / 出生国: France / 出生地: Villers-Cotterêts,,CE,1802,,false,,CE,1870,,false,,,,
ヤコブ,St. James the Elder,Pantheon職業: Religious Figure / 出生地: Bethsaida,,CE,1,,false,,CE,44,,false,,,,
ルキウス・アンナエウス・セネカ,Seneca,"Pantheon職業: Philosopher / 出生国: Spain / 出生地: Córdoba, Spain",,BCE,4,,false,,CE,65,,false,,,,
アルベール・カミュ,Albert Camus,Pantheon職業: Writer / 出生国: Algeria / 出生地: Dréan,,CE,1913,,false,,CE,1960,,false,,,,
イブン・ハルドゥーン,Ibn Khaldun,Pantheon職業: Historian / 出生国: Tunisia / 出生地: Tunis,,CE,1332,,false,,CE,1406,,false,,,,
ヘーシオドス,Hesiod,Pantheon職業: Writer / 出生国: Türkiye / 出生地: Cyme (Aeolis),,BCE,800,,false,,BCE,700,,false,,,,
シャルル・ド・ゴール,Charles de Gaulle,Pantheon職業: Military Personnel / 出生国: France / 出生地: Lille,,CE,1890,,false,,CE,1970,,false,,,,
ウマル・ハイヤーム,Omar Khayyám,Pantheon職業: Mathematician / 出生国: Iran / 出生地: Nishapur,,CE,1048,,false,,CE,1131,,false,,,,
アントン・チェーホフ,Anton Chekhov,Pantheon職業: Writer / 出生国: Russia / 出生地: Taganrog,,CE,1860,,false,,CE,1904,,false,,,,
ピウス11世,Pius XI,Pantheon職業: Religious Figure / 出生国: Italy / 出生地: Milan,,CE,1857,,false,,CE,1939,,false,,,,
エピクロス,Epicurus,Pantheon職業: Philosopher / 出生国: Greece / 出生地: Samos,,BCE,341,,false,,BCE,269,,false,,,,
ホー・チ・ミン,Ho Chi Minh,"Pantheon職業: Politician / 出生国: Vietnam / 出生地: Kim Liên, Nghệ An",,CE,1890,,false,,CE,1969,,false,,,,
ノストラダムス,Nostradamus,Pantheon職業: Occultist / 出生国: France / 出生地: Saint-Rémy-de-Provence,,CE,1503,,false,,CE,1566,,false,,,,
ジャラール・ウッディーン・ルーミー,Rumi,Pantheon職業: Writer / 出生国: Afghanistan / 出生地: Balkh,,CE,1207,,false,,CE,1273,,false,,,,
イサク,Isaac,Pantheon職業: Religious Figure / 出生国: Israel / 出生地: Canaan,,BCE,1900,,false,,BCE,1533,,false,,,,
ラムセス2世,Ramesses II,Pantheon職業: Nobleman / 出生国: Israel,,BCE,1303,,false,,BCE,1213,,false,,,,
オゴデイ,Ögedei Khan,Pantheon職業: Politician,,CE,1185,,false,,CE,1241,,false,,,,
ハンニバル,Hannibal,Pantheon職業: Politician / 出生国: Tunisia / 出生地: Carthage,,BCE,247,,false,,BCE,183,,false,,,,
エカチェリーナ2世,Catherine II of Russia,Pantheon職業: Nobleman / 出生国: Poland / 出生地: Szczecin,,CE,1729,,false,,CE,1796,,false,,,,
ペトラルカ,Petrarch,Pantheon職業: Writer / 出生国: Italy / 出生地: Arezzo,,CE,1304,,false,,CE,1374,,false,,,,
グレース・ケリー,Grace Kelly,Pantheon職業: Actor / 出生国: United States / 出生地: Philadelphia,,CE,1929,,false,,CE,1982,,false,,,,
ソロン,Solon,Pantheon職業: Politician / 出生国: Greece / 出生地: Athens,,BCE,638,,false,,BCE,558,,false,,,,
クフ,Khufu,Pantheon職業: Architect / 出生国: Egypt / 出生地: Cairo,,BCE,2700,,false,,BCE,2570,,false,,,,
ジョージ4世 (イギリス王),George IV of the United Kingdom,Pantheon職業: Politician / 出生国: United Kingdom / 出生地: St James's Palace,,CE,1762,,false,,CE,1830,,false,,,,
ハディージャ・ビント・フワイリド,Khadija bint Khuwaylid,Pantheon職業: Companion / 出生国: Saudi Arabia / 出生地: Mecca,,CE,556,,false,,CE,619,,false,,,,
アメリゴ・ヴェスプッチ,Amerigo Vespucci,Pantheon職業: Explorer / 出生国: Italy / 出生地: Republic of Florence,,CE,1454,,false,,CE,1512,,false,,,,
リチャード1世,Richard I of England,Pantheon職業: Politician / 出生国: United Kingdom / 出生地: Beaumont Palace,,CE,1157,,false,,CE,1199,,false,,,,
ヨシップ・ブロズ・チトー,Josip Broz Tito,Pantheon職業: Politician / 出生国: Croatia / 出生地: Kumrovec,,CE,1892,,false,,CE,1980,,false,,,,
ファーティマ,Fatima,Pantheon職業: Companion / 出生国: Saudi Arabia / 出生地: Mecca,,CE,604,,false,,CE,632,,false,,,,
マルコム・X,Malcolm X,"Pantheon職業: Social Activist / 出生国: United States / 出生地: Omaha, Nebraska",,CE,1925,,false,,CE,1965,,false,,,,
オノレ・ド・バルザック,Honoré de Balzac,Pantheon職業: Writer / 出生国: France / 出生地: Tours,,CE,1799,,false,,CE,1850,,false,,,,
ヴラド・ツェペシュ,Vlad the Impaler,Pantheon職業: Inspiration / 出生国: Romania / 出生地: Sighișoara,,CE,1431,,false,,CE,1476,,false,,,,
ペリクレス,Pericles,Pantheon職業: Politician / 出生国: Greece / 出生地: Athens,,BCE,494,,false,,BCE,429,,false,,,,
アン・ブーリン,Anne Boleyn,Pantheon職業: Companion / 出生国: United Kingdom / 出生地: Blickling Hall,,CE,1501,,false,,CE,1536,,false,,,,
ロナルド・レーガン,Ronald Reagan,"Pantheon職業: Politician / 出生国: United States / 出生地: Tampico, Illinois",,CE,1911,,false,,CE,2004,,false,,,,
アイソーポス,Aesop,Pantheon職業: Writer / 出生国: Bulgaria / 出生地: Mesembria,,BCE,620,,false,,BCE,564,,false,,,,
ヴィクトリア,Victoria,Pantheon職業: Politician / 出生国: United Kingdom / 出生地: Kensington Palace,,CE,1819,,false,,CE,1901,,false,,,,
メアリー2世 (イングランド女王),Mary II of England,Pantheon職業: Politician / 出生国: United Kingdom / 出生地: St James's Palace,,CE,1662,,false,,CE,1694,,false,,,,
